CODE,title,description,url,t_rex
ENL 327,20th Century American Poetry,"A survey of twentieth-century American poetry ranging from early Modernism through the turn of the century. Poets may include such modernist figures as Frost, Eliot, Pound, Moore, W.C. Williams, Stevens, Hughes, and Hart Crane; such mid-century figures as Elizabeth Bishop, Robert Lowell, Gwendolyn Brooks, and Sylvia Plath; and such later figures as Adrienne Rich, James Merrill, John Ashbery, Louise Gluck, and Rita Dove. For English majors concentrating in literature, this course fulfills the requirements for American Literature or Genre/Theme. For linguistics, writing, and dramatic literature concentrators, it counts as an elective in the major.",https://csi-undergraduate.catalog.cuny.edu/courses/1285201,https://explorer.cuny.edu/receiving-course/128520/1
ENL 328,Victorian Poetry,"A survey of British poetry of the Victorian period (from the mid-nineteenth century to the early twentieth century). Poets may include Tennyson, Barrett-Browning, Browning, Christina Rosetti, Hopkins, Arnold, Wilde, Hardy, and W.B. Yeats.  For English majors or minors concentrating in literature, this course fulfills the requirements for British Literature or Genre/Theme. For linguistics, writing, and dramatic literature concentrators, it counts as an elective in the major.",https://csi-undergraduate.catalog.cuny.edu/courses/1285211,https://explorer.cuny.edu/receiving-course/128521/1
ENL 329,Migration and Diasporas in Literature and Culture,"This course examines literatures and cultures born of international and national migrations.  Students explore ideas relating to immigration, exile, diasporization, globalization, multilingualism, and nationalism through literary, cinematic, and cultural creativity.  Examples from world literature and culture are taught with an emphasis on cross-cultural contact and conflict within and beyond national contexts. For English majors and minors, this is designated as a literature and women, minority and world literature course.",https://csi-undergraduate.catalog.cuny.edu/courses/1092901,https://explorer.cuny.edu/receiving-course/109290/1
ENL 330,The American Renaissance,"A study of literature of the United States from the 1830's through the 1860's across a variety of authors, genres, and cultural traditions. The course will engage in literary questions about changing critical views of The American Renaissance. Readings will include texts from genres such as romance, sentimental writing, the slave narrative, the essay, and poetry. For literature concentrators this course fulfills the major requirement for American literature. It counts as an elective in all concentrations in the major.",https://csi-undergraduate.catalog.cuny.edu/courses/0642251,https://explorer.cuny.edu/receiving-course/064225/1
ENL 331,The Modernists I,"A study of the development of the modernist sensibility from the symbolists through World War I. For English majors and minors, this is designated as a literature course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642261,https://explorer.cuny.edu/receiving-course/064226/1
ENL 332,The Modernists II,"A study of the modernist sensibility from the 1920s through the Existentialists. For English majors and minors, this is designated as a literature course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642271,https://explorer.cuny.edu/receiving-course/064227/1
ENL 333,Modern Irish Writers,"A study of Anglo-Irish literature since the Renaissance, with emphasis on Yeats and Joyce. Includes readings from Synge, O'Casey, Kinsella, Behan, O'Flaherty, and John Montague. For English majors and minors, this is designated as a literature and British literature course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642281,https://explorer.cuny.edu/receiving-course/064228/1
ENL 334,Modern Russian Literature,"A study of Russian literature of the 19th and 20th centuries. For English majors and minors, this is designated as a literature and literature in translation course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642291,https://explorer.cuny.edu/receiving-course/064229/1
ENL 335,Modern East Asian Literature,"A study of Literatures of East Asia from the 20th and 21st centuries.  Works of major modern writings of China, Japan, Korean, Taiwan, and others will be studied across a variety of genres.",https://csi-undergraduate.catalog.cuny.edu/courses/0642301,https://explorer.cuny.edu/receiving-course/064230/1
ENL 336,Postmodern American Literature,"An introduction to the concept of postmodernism as portrayed in contemporary American culture and literature.  The instructors may choose various themes and genres within this rubric.  For English majors and minors, this is designated as a literature and American literature course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642311,https://explorer.cuny.edu/receiving-course/064231/1
ENL 337,The Comic Vision,"An examination of comedy as a literary genre. Works will range from classical to modern and will cover the forms of comedy from farce to tragicomedy.  For English majors and minors, this is designated as a literature and genre course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642321,https://explorer.cuny.edu/receiving-course/064232/1
ENL 338,Epic and Romance,"Study of these genres, their similarities and dissimilarities, from classical and medieval times to the present. For English majors and minors, this is designated as a literature, literature in translation, genre, and pre-1800 course",https://csi-undergraduate.catalog.cuny.edu/courses/0642331,https://explorer.cuny.edu/receiving-course/064233/1
ENL 339,The Tragic Vision,"Themes and images evident in the Western tragic tradition, in all literary genres, will be examined. Relevant criticism will be studied to develop a framework for evaluation. For English majors and minors, this is designated as a literature and genre course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642341,https://explorer.cuny.edu/receiving-course/064234/1
ENL 340,Autobiography and Biography,"An analysis of the autobiographical genre with attention to its evolution from the Middle Ages to the present. Biography will be discussed in contrast: the form of each, the structure of truth and illusion, the role of memory and imagination, the interaction of past and present, and the relation of the individual to society.  For English majors and minors, this is designated as a literature and genre course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642351,https://explorer.cuny.edu/receiving-course/064235/1
ENL 341,Studies in 18th-Century Fiction,"A study of selected novels by Defoe, Richardson, Fielding, Smollett, Swift, Sterne, Prevost, Voltaire, Diderot, Laclos, Wieland, Goethe, and others who contributed to the development of prose fiction. For English majors and minors, this is designated as a literature, literature in translation, genre and pre-1800 course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642361,https://explorer.cuny.edu/receiving-course/064236/1
ENL 342,Studies in 19th-Century English Fiction,"A study of major English novelists from Jane Austen through George Gissing. For English majors and minors, this is designated as a literature, British literature and genre course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642371,https://explorer.cuny.edu/receiving-course/064237/1
ENL 343,Studies in 19th Century European Fiction,"Readings in European fiction, including Hugo, Balzac, Stendhal, Zola, Turgenev, Dostoyevsky, and Tolstoy. For English majors and minors, this is designated as a literature, literature in translation and genre course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642381,https://explorer.cuny.edu/receiving-course/064238/1
ENL 344,US Fiction from the Late Nineteenth Century to World War II,"This course explores US fiction from the late-nineteenth century to World War II, highlighting the intersection of the histories, politics, and narrative forms that accompanied the growth of US nationalism. The course probes themes that range from race, class, and gender to rural regionalism, urban industrialism, immigration, and the United States' role in World War I. We will explore several modes of both realism and modernism as they support, revise, or contest discursive constructions of the nation.",https://csi-undergraduate.catalog.cuny.edu/courses/0642391,https://explorer.cuny.edu/receiving-course/064239/1
ENL 345,American Fiction since World War II,"An examination of significant short fiction and novels since World War II together with a consideration of major movements and trends.  For English majors and minors, this is designated as a literature, American literature and genre course..",https://csi-undergraduate.catalog.cuny.edu/courses/0642401,https://explorer.cuny.edu/receiving-course/064240/1
ENL 346,Modern English Fiction through World War II,"A study of the development of the English novel since 1900 with special attention to such figures as Conrad, Lawrence, Joyce, Woolf, and Graham Greene. For English majors and minors, this is designated as a literature, British literature and genre course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642411,https://explorer.cuny.edu/receiving-course/064241/1
ENL 347,Major 20th-Century Novelists,"A study of major modern works of fiction from Europe, Latin America, Asia, and Africa. For English majors and minors, this is designated as a literature and genre course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642421,https://explorer.cuny.edu/receiving-course/064242/1
ENL 348,Women Novelists,"Significant novels by such women authors as Jane Austen, George Eliot, Elizabeth Gaskell, Willa Cather, Virginia Woolf, Doris Lessing, Jean Rhys. For English majors and minors, this is designated as a literature, Women, Minority, and Third-World literature and genre course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642431,https://explorer.cuny.edu/receiving-course/064243/1
ENL 349,Global Anglophone Literature,"An examination of literatures written in English after World War II, especially in Britain and former British colonies (excluding the United States). For English majors and minors, this is designated as a Literature and Literature by women, American Minorities, or writers in Asia (including the Middle East), Africa, Latin America and the Caribbean course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642441,https://explorer.cuny.edu/receiving-course/064244/1
ENL 350,American Poetry Through the 19th Century,"A survey of American poetry from its origins through the nineteenth century. Poets may include such early figures as the English-born seventeenth-century poet Anne Bradstreet and the African-born eighteenth-century poet Phillis Wheatley, and such nineteenth-century figures as Whitman, Dickinson, Melville, Emerson, Longfellow, Lazarus, E.A. Robinson, and Dunbar. For English majors or minors concentrating in literature, this course fulfills the requirements for American Literature or Genre/Theme. For linguistics, writing, and dramatic literature concentrators, it counts as an elective in the major.",https://csi-undergraduate.catalog.cuny.edu/courses/0642451,https://explorer.cuny.edu/receiving-course/064245/1
ENL 351,20th-Century British and Irish Poetry,"A survey of British and Irish poetry of the twentieth century. Poets may include Yeats, Housman, Owen, Auden, Dylan Thomas, Larkin, Stevie Smith, Hill, Gunn, Hughes, Heaney, Mahon, Boland, and Muldoon. For English majors or minors concentrating in literature, this course fulfills the requirements for British Literature or Genre/Theme. For linguistics, writing, and dramatic literature concentrators, it counts as an elective in the major.",https://csi-undergraduate.catalog.cuny.edu/courses/0642461,https://explorer.cuny.edu/receiving-course/064246/1
ENL 352,Major 20th-Century Poets,"Important 20th-century poets (some in translation) such as Rilke, Lorca, Mistral, Neruda, Ungaretti, Williams, Thomas, and Pasternak. For English majors and minors, this is designated as a literature and genre course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642471,https://explorer.cuny.edu/receiving-course/064247/1
ENL 353,Contemporary Poetry,"An intensive study of several of the most prominent poets living and writing in America and England today. For English majors and minors, this is designated as a literature and genre course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642481,https://explorer.cuny.edu/receiving-course/064248/1
ENL 354,English Drama to 1800,"Selected works with emphasis on Elizabethan and Jacobean drama (exclusive of Shakespeare), and Restoration and 18th-century drama.",https://csi-undergraduate.catalog.cuny.edu/courses/0630462,https://explorer.cuny.edu/receiving-course/063046/2
ENL 355,Modern European Drama,"A study of the major dramatists of the modern European theater, with an emphasis placed upon the development of dramatic styles and themes, as well as the theatrical context in which the plays were produced.",https://csi-undergraduate.catalog.cuny.edu/courses/0630472,https://explorer.cuny.edu/receiving-course/063047/2
ENL 356,American Drama,"Readings of plays by O'Neill, Williams, Miller, and others who have dramatized the conflicts and predicaments of 20th-century Americans.",https://csi-undergraduate.catalog.cuny.edu/courses/0630482,https://explorer.cuny.edu/receiving-course/063048/2
ENL 357,World Drama to 1800,Selected plays from the Greeks to 1800.,https://csi-undergraduate.catalog.cuny.edu/courses/0630492,https://explorer.cuny.edu/receiving-course/063049/2
ENL 358,World Drama since 1800,Selected plays from 1800 to the present.,https://csi-undergraduate.catalog.cuny.edu/courses/0630502,https://explorer.cuny.edu/receiving-course/063050/2
ENL 359,Contemporary Drama,"Major figures, works, and movements in dramatic literature since World War II, with special emphasis on the last two decades.",https://csi-undergraduate.catalog.cuny.edu/courses/0630512,https://explorer.cuny.edu/receiving-course/063051/2
ENL 360,Chaucer,"An intensive study of Chaucer's dream visions, Troilus and Cressida, and The Canterbury Tales. Works to be read in Middle English. For English majors and minors, this is designated as a literature, British literature, and pre-1800 course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642551,https://explorer.cuny.edu/receiving-course/064255/1
ENL 361,The Early Shakespeare,"A selection of Shakespeare's work written before 1600: early and middle comedies, the major histories, the earlier tragedies, and the poems.",https://csi-undergraduate.catalog.cuny.edu/courses/0630522,https://explorer.cuny.edu/receiving-course/063052/2
ENL 362,The Later Shakespeare,"A selection of Shakespeare's work written after 1600: the major tragedies, the problem plays, the late comedies and romances.",https://csi-undergraduate.catalog.cuny.edu/courses/0630532,https://explorer.cuny.edu/receiving-course/063053/2
ENL 363,John Milton,"An intensive study of the major works.  For English majors and minors, this is designated as a literature, British literature, and pre-1800 course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642581,https://explorer.cuny.edu/receiving-course/064258/1
ENL 364,Anglophone Arab Literature,"A study of Arab literature written in English from the nineteenth century to the present. Works will be examined in relation to literary and other cultural-historical contexts. Topics covered may include: nationalism, colonialism and post-colonialism, cultural hybridity and cosmopolitanism, gender issues, diasporic identities, immigration, and ties to the old and new countries . For English majors or minors concentrating in literature, this course fulfills the requirements for Literature written by women, American minorities, or Third World writers. For linguistics, writing, and dramatic literature concentrators, it counts as an elective in the major.",https://csi-undergraduate.catalog.cuny.edu/courses/1285221,https://explorer.cuny.edu/receiving-course/128522/1
ENL 366,Walt Whitman,An intensive study of the man and his poetry.,https://csi-undergraduate.catalog.cuny.edu/courses/0642601,https://explorer.cuny.edu/receiving-course/064260/1
ENL 367,Arabic Literature in Translation,"A study of Arabic literature in translation covering a variety of genres, authors, cultural traditions, and historical periods.  Works will be examined in relation to literacy and other cultural-historical contexts.  Topics covered may include:  the rise of nationalism, colonialism, and post-colonialism, hybrid identities, gender issues, national traumas, and dystopias.  for English majors or minors concentrating in literature, this course fulfills the requirements for literature in translation.  For linguistics, writing, and dramatic literature concentrators, it counts as an elective in the major.",https://csi-undergraduate.catalog.cuny.edu/courses/1289192,https://explorer.cuny.edu/receiving-course/128919/2
ENL 368,Queer Studies,"An introduction to the field of lesbian/gay/bisexual/transgender and queer studies.  Readings will be drawn from a variety of literary and critical works that explore sexual identity categories and their meaning in culture  For English majors and minors, this is designated as a literature, women, minority and world literature, and genre course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642611,https://explorer.cuny.edu/receiving-course/064261/1
ENL 369,Gender and the Negotiation of Difference,"A study of Intersections of gender with race, class and/or sexualities, in various literary genres and national traditions. For English majors or minors concentrating in literature, this course fulfills the requirements for Literature by women, American minorities, or Third World writers. For linguistics, writing, and dramatic literature concentrators, it counts as an elective in the major.",https://csi-undergraduate.catalog.cuny.edu/courses/1285311,https://explorer.cuny.edu/receiving-course/128531/1
ENL 374,Victorian Realist Novels,"A study of nineteenth-century realist fiction in its British context. Topics addressed may include the emergence of realism as a moral and aesthetic category; the connection between literature and scientific observation; the possibility of authentic representation, and; the use of documentary technique to address challenging social and psychological issues. Primary readings may be drawn from the works of Charlotte Bront, Elizabeth Gaskell, George Eliot, Charles Dickens, George Gissing, Anthony Trollope, Thomas Hardy, Henry James, and others.",https://csi-undergraduate.catalog.cuny.edu/courses/0642661,https://explorer.cuny.edu/receiving-course/064266/1
ENL 375,James Joyce,"An in-depth study; includes a comprehensive reading of The Dubliners, A Portrait of the Artist as a Young Man, Ulysses, as well as selections from Finnegans Wake.",https://csi-undergraduate.catalog.cuny.edu/courses/0642671,https://explorer.cuny.edu/receiving-course/064267/1
ENL 376,British and American Literary Traditions,"A one-semester survey of British and American literature from the Medieval through the Romantic periods. It will include important works from many genres and modes, placing those works in their aesthetic and cultural contexts. This course is required for all English majors.",https://csi-undergraduate.catalog.cuny.edu/courses/0642681,https://explorer.cuny.edu/receiving-course/064268/1
ENL 377,The African-American Literary Tradition,"A study of the African-American literary tradition engaging such issues as the struggle for human rights and dignity, the definition and representation of African-American culture and identity, and double consciousness. Readings may include works by Frederick Douglass, Harriet Jacobs, W.E.B. DuBois, Langston Hughes, Zora Neale Hurston, Richard Wright, Ralph Ellison, Gwendolyn Brooks, James Baldwin, and Toni Morrison. For English majors or minors concentrating in literature, this course fulfills the requirements for American Literature and for Literature by women, American minorities, or Third World writers. For linguistics, writing , and dramatic literature concentrators, it counts as an elective in the major.",https://csi-undergraduate.catalog.cuny.edu/courses/1285273,https://explorer.cuny.edu/receiving-course/128527/3
ENL 378,Major English Author I,"Intensive study of the works of a major English author. For English majors and minors, this is designated as a literature, and British literature course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642691,https://explorer.cuny.edu/receiving-course/064269/1
ENL 379,Major English Author II,"Intensive study of the works of a major English author. For English majors and minors, this is designated as a literature, and British literature course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642701,https://explorer.cuny.edu/receiving-course/064270/1
ENL 380,Major English Author III,"Intensive study of the works of a major English author. For English majors and minors, this is designated as a literature, and British literature course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642711,https://explorer.cuny.edu/receiving-course/064271/1
ENL 381,Major American Author I,"Intensive study of the works of a major American author.  For English majors and minors, this is designated as a literature and American literature course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642721,https://explorer.cuny.edu/receiving-course/064272/1
ENL 382,Major American Author II,"Intensive study of the works of a major American author. For English majors and minors, this is designated as a literature and American literature course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642731,https://explorer.cuny.edu/receiving-course/064273/1
ENL 383,Major American Author III,"Intensive study of the works of a major American author.  For English majors and minors, this is designated as a literature and American literature course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642741,https://explorer.cuny.edu/receiving-course/064274/1
ENL 384,Major Woman Author I,"Intensive study of the works of a major woman author. For English majors and minors, this is designated as a literature and Women, Minority, and Third-World Literature course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642751,https://explorer.cuny.edu/receiving-course/064275/1
ENL 385,Major Woman Author II,"Intensive study of the works of a major woman author. For English majors and minors, this is designated as a literature and Women, Minority, and Third-World Literature course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642761,https://explorer.cuny.edu/receiving-course/064276/1
ENL 386,Major Woman Author III,"Intensive study of the works of a major woman author. For English majors and minors, this is designated as a literature and Women, Minority, and Third-World Literature course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642771,https://explorer.cuny.edu/receiving-course/064277/1
ENL 387,Major World Author I,"Intensive study of the works of a major world author in English translation.  For English majors and minors, this is designated as a literature and literature in translation course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642781,https://explorer.cuny.edu/receiving-course/064278/1
ENL 388,Major World Author II,"Intensive study of the works of a major world author in English translation. For English majors and minors, this is designated as a literature and literature in translation course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642791,https://explorer.cuny.edu/receiving-course/064279/1
ENL 389,Major World Author III,"Intensive study of the works of a major world author in English translation.  For English majors and minors, this is designated as a literature and literature in translation course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642801,https://explorer.cuny.edu/receiving-course/064280/1
ENL 390,Studies in Women in Literature and the Arts,"This course examines women's literature, art, and film as shaped by national culture, historical circumstances, class, and age. For English majors and minors, this is designated as a literature and Women, Minority, and Third-World Literature in translation course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642811,https://explorer.cuny.edu/receiving-course/064281/1
ENL 391,Woman as Hero,"Selected readings from Greek drama through current literature, revealing the position and experience of women as heroes. For English majors and minors, this is designated as a literature and women, minority and world literature course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642821,https://explorer.cuny.edu/receiving-course/064282/1
ENL 392,Literature of the African Diaspora,"A study of literature by writers of African descent residing outside of Africa that engages such issues of identity formation, cultural hybridity and the legacy of colonialism and/or slavery. For English majors or minors concentrating in literature, this course fulfills the requirement for literature written by women, American minorities, or writers in Asia (including the Middle East), Africa, Latin America and the Caribbean. For linguistics, writing, and dramatic literature concentrators, it counts as an elective in the major. For African and African Diaspora Studies majors or minors, this course provides additional upper-level course offerings in literature. (literature)",https://csi-undergraduate.catalog.cuny.edu/courses/0642831,https://explorer.cuny.edu/receiving-course/064283/1
ENL 394,Studies in Science Fiction,An intensive study of literature that both employs the latest discoveries of technology and medicine and introduces new concepts to the worlds of technology and medicine.,https://csi-undergraduate.catalog.cuny.edu/courses/0642851,https://explorer.cuny.edu/receiving-course/064285/1
ENL 395,Mythic Concepts and Archetypes in Literature,"The presence and influence of Jungian and folkloric concepts in past and current literature. For English majors and minors, this is designated as a literature and genre course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642861,https://explorer.cuny.edu/receiving-course/064286/1
ENL 396,Postcolonial Literature,"An examination of literature and critical theory that responds to the historical fact of colonization across the world. Issues and themes to be considered may include: construction and deconstruction of colonial hegemony, hybridity,  indigeneity, decolonization, globalization, neocolonialism, etc. For English majors and minors, this is designated as a Literature, Literature in translation, genre/ theme, Literature by women, American Minorities, or writers in Asia (including the Middle East), Africa, Latin America and the Caribbean course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642871,https://explorer.cuny.edu/receiving-course/064287/1
ENL 397,Studies in Global Literature II,"Focus on literature from outside the U.S. and Europe. The specific emphasis will vary from semester to semester and will be announced in the Schedule of Classes. For English majors and minors, this is designated as a Literature, Literature in translation, Literature by women, American Minorities, or writers in Asia (including the Middle East), Africa, Latin America and the Caribbean course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642881,https://explorer.cuny.edu/receiving-course/064288/1
ENL 398,Cultural Variety in the Literature of the United States,"An examination of literature offering perspectives on the diversity that comprises our American experience: ethnic backgrounds, races, religions, genders, sexual orientations, age groups, etc. Focus of the course varies from semester to semester.  For English majors and minors, this is designated as a literature, American literature, and Women, Minority, and Third-World literature course.",https://csi-undergraduate.catalog.cuny.edu/courses/0642891,https://explorer.cuny.edu/receiving-course/064289/1
ENL 405,Literature and Music,"This course places two art forms, literature and music, in dialogue with each other. The specific focus will be advertised each time the course is taught. Examples include: musical theater and Shakespeare; jazz and Langston Hughes; Early Modern poetry and Bob Dylan. The general aims of the course are to enlarge students' understanding and appreciation of different but related art forms, and to engage students in a cross-disciplinary dialogue about them.",https://csi-undergraduate.catalog.cuny.edu/courses/1300871,https://explorer.cuny.edu/receiving-course/130087/1
ENL 439,Copy Editing,Techniques of copy-editing and proofreading for both the reporter-writer and the editor.,https://csi-undergraduate.catalog.cuny.edu/courses/0643081,https://explorer.cuny.edu/receiving-course/064308/1
ENL 442,Women's Written Expression,"A seminar to develop skills in both imaginative and critical writing, incorporating an analysis and comparison of the stylistic developments of women authors. For English majors and minors, this is designated as a writing course.",https://csi-undergraduate.catalog.cuny.edu/courses/0643111,https://explorer.cuny.edu/receiving-course/064311/1
ENL 460,Theories Of Lit,See Catalog For Description.,https://csi-undergraduate.catalog.cuny.edu/courses/0643141,https://explorer.cuny.edu/receiving-course/064314/1
ENL 470,Senior Seminar in Literature,"Various topics in literature, differing from semester to semester. For English majors and minors, this is designated as a literature course.",https://csi-undergraduate.catalog.cuny.edu/courses/0643161,https://explorer.cuny.edu/receiving-course/064316/1
ENL 480,Studies in Advanced Journalism,"Analysis of the techniques required for good feature writing, magazine writing, personal journalism, investigative reporting, interviewing, etc. Overview of the changing journalism environment and the techniques and skills necessary to build a successful journalism organization. Overview of the job and skills of a news editor. Emphasis amongst these different options varies from term to term.",https://csi-undergraduate.catalog.cuny.edu/courses/0625852,https://explorer.cuny.edu/receiving-course/062585/2
ENL 505,Methods in Linguistic Research,"Provides students with hands-on research experience in Linguistics. This is done through collaboration on an in-progress research project conducted by a Linguistics faculty member, who serves as instructor for the course. The student research projects may change each semester, depending on the particular faculty members ongoing research activities. The student collaboration may involve: (i) lab work in the English department's Speech Laboratory; (ii) contact with human subjects; (iii) fieldwork; (iv) speech data processing; (v) linguistic analysis; (vi) the writing of research reports.",https://csi-undergraduate.catalog.cuny.edu/courses/1295091,https://explorer.cuny.edu/receiving-course/129509/1
ENL 591,English Ind Study,English Ind Study,https://csi-undergraduate.catalog.cuny.edu/courses/0643231,https://explorer.cuny.edu/receiving-course/064323/1
ENL 592,English Ind Study,English Ind Study,https://csi-undergraduate.catalog.cuny.edu/courses/0643241,https://explorer.cuny.edu/receiving-course/064324/1
ENL 593,English Independent Study,English Independent Study,https://csi-undergraduate.catalog.cuny.edu/courses/0643251,https://explorer.cuny.edu/receiving-course/064325/1
ENL 594,English Independent Study,Independent Study is defined as an individual library or laboratory research or creative arts project under the direct supervision of a fulltime faculty member. All Independent Study courses will be designated as liberal arts and sciences courses.,https://csi-undergraduate.catalog.cuny.edu/courses/0643261,https://explorer.cuny.edu/receiving-course/064326/1
ENL 595,English Internshp,English Internshp,https://csi-undergraduate.catalog.cuny.edu/courses/0643271,https://explorer.cuny.edu/receiving-course/064327/1
ENL 596,English Internships,English Internships,https://csi-undergraduate.catalog.cuny.edu/courses/0643281,https://explorer.cuny.edu/receiving-course/064328/1
ENL 597,English Internshp,English Internshp,https://csi-undergraduate.catalog.cuny.edu/courses/0643291,https://explorer.cuny.edu/receiving-course/064329/1
ENL 598,English Internshp,English Internshp,https://csi-undergraduate.catalog.cuny.edu/courses/0643301,https://explorer.cuny.edu/receiving-course/064330/1
ENL TEST,Birth and Death,This is a test.,https://csi-undergraduate.catalog.cuny.edu/courses/1549733,https://explorer.cuny.edu/receiving-course/154973/3
ENS 100,Introduction to Engineering,"Introduction to engineering disciplines, organizations, and ethics; basic engineering parameters; engineering standards and codes, principles for engineering data acquisition and presentations, and effective experimentation; engineering statistics and data analysis; problem solving and case studies illustrating engineering solutions.",https://csi-undergraduate.catalog.cuny.edu/courses/0643361,https://explorer.cuny.edu/receiving-course/064336/1
ENS 102,Introduction to Electrical and Electronic Technology,"Introduction to the nature, measurement, generation, and utilization of electricity in our modern world including industrial and consumer electronics, computers, robots, communications. (scientific analysis) (flexible)",https://csi-undergraduate.catalog.cuny.edu/courses/0643371,https://explorer.cuny.edu/receiving-course/064337/1
ENS 103,Introduction to Electrical & Electronic Technology Laboratory,"Measurement, AC and DC voltage, current, and power; series and parallel resistive circuits; transformers; resistive, inductive, and capacitive (RLC) circuits. Power circuits and house wiring. Signal measurements through oscilloscope. Half-wave and full-wave rectifiers. (scientific analysis)",https://csi-undergraduate.catalog.cuny.edu/courses/1209251,https://explorer.cuny.edu/receiving-course/120925/1
ENS 104,Introduction to Digital Technology,"Digital revolution and its impact in social, economic, and environmental contexts. Fundamentals of digital electronics: logic operators and memory devices. Digital arithmetic: addition, subtraction, and multiplication. Introduction to integrated circuits (ICs): Up-down counters, timers, analog to digital (A/D) and digital to analog (D/A) converters, and programmable devices. Course will cover several applications of digital technology in everyday life. (scientific analysis) Corequisite: ENS 105",https://csi-undergraduate.catalog.cuny.edu/courses/1186681,https://explorer.cuny.edu/receiving-course/118668/1
ENS 105,Introduction to Digital Technology Laboratory,"Fundamentals of digital electronics: logic operators and memory devices. Digital arithmetic: addition, subtraction, and multiplication. Introduction to integrated circuits (ICs): BCD and binary up-down counters, timers, analog to digital (A/D) and digital to analog (D/A) converters, and programmable devices. Course will cover several applications of digital technology in everyday life. (scientific analysis)  (COPR) Prerequisite:  MTH 020 or appropriate math placement.",https://csi-undergraduate.catalog.cuny.edu/courses/1209261,https://explorer.cuny.edu/receiving-course/120926/1
ENS 110,Engineering Graphics,"CAD (computer-aided drafting) is used throughout the course. Othographic projections, and drawings, dimensioning, working drawings, graphs, laboratory sketches, vectors, 3D space, spatial analysis, isometric drawings.",https://csi-undergraduate.catalog.cuny.edu/courses/0643381,https://explorer.cuny.edu/receiving-course/064338/1
ENS 136,Computer-Aided Engineering,Introduction to building virtual instruments.  Acquisition and measurement of electrical signals and data analysis through virtual instruments. Introduction to AutoCAD as an engineering graphing tool.,https://csi-undergraduate.catalog.cuny.edu/courses/0643391,https://explorer.cuny.edu/receiving-course/064339/1
ENS 220,Introduction to Computer Engineering,"Number systems and codes. Logic functions, gates and assertion levels. Combinational circuit design and minimization. MSI and LSI circuits and their applications. Sequential machine fundamentals, analysis, and design.",https://csi-undergraduate.catalog.cuny.edu/courses/0643421,https://explorer.cuny.edu/receiving-course/064342/1
ENS 221,Digital Electronics Laboratory,"Design, construction, testing, and evaluation of digital systems. Counters, registers, and multiplexers are used to build combinational circuits and sequential machines, including a sequence detector.  Labs will be simulated prior to hardware construction.",https://csi-undergraduate.catalog.cuny.edu/courses/0643431,https://explorer.cuny.edu/receiving-course/064343/1
ENS 241,Electrical and Electronic Circuits,"Analysis of linear time invariant passive and active circuits, Kirchoff's  laws, Thevenin and Norton equivalents, node and mesh analysis. Signal waveforms, diodes, bipolar, and MOS transistors. Transistor-level digital circuit analysis and design. Analysis and design of single-stage amplifiers. Operational amplifiers and their applications.",https://csi-undergraduate.catalog.cuny.edu/courses/0643451,https://explorer.cuny.edu/receiving-course/064345/1
ENS 249,Basic Measurements Laboratory,"Basic instrumentation and precise measurements in engineering applications. Design, construction, testing, and analysis of simple analog systems using the circuit design tools and simulation software. Comparison of measured data to simulated data and reconciliation of discrepancies is emphasized.",https://csi-undergraduate.catalog.cuny.edu/courses/0643461,https://explorer.cuny.edu/receiving-course/064346/1
